Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team
Chapapi, NL,12.0,33.3,3.0,3.8,2.3,3.2,8.8,391.0,67.3,30.1,558.0,1.04,0.53,0.21,0.26,-213.0,-8.0,-378.0,8.3,16.7,0.0,3.0,2020 Summer,
Chasy, KR,37.0,75.7,3.5,2.8,2.3,5.5,7.7,382.0,63.8,24.0,435.0,1.08,0.45,0.21,0.2,231.0,6.0,182.0,10.8,16.2,0.0,9.0,2020 Summer,
Chazz, AU,21.0,38.1,5.0,4.0,1.9,5.2,8.9,412.0,75.3,30.7,554.0,0.98,0.41,0.21,0.24,210.0,7.0,405.0,14.3,4.8,0.0,5.0,2020 Summer,
Checkfider, CZ,13.0,23.1,1.3,2.6,4.3,3.0,8.6,386.0,50.0,23.9,445.0,0.67,0.24,0.15,0.04,-15.0,9.0,281.0,7.7,15.4,0.0,3.0,2020 Summer,
Chelizi, CN,26.0,23.1,2.1,2.3,3.0,3.9,7.7,366.0,63.0,23.2,384.0,0.85,0.42,0.12,0.13,-177.0,-7.0,-308.0,34.6,15.4,0.0,7.0,2020 Summer,
Chen9, CN,23.0,34.8,3.5,2.9,2.4,5.5,8.5,388.0,67.6,27.8,457.0,1.11,0.46,0.24,0.17,-26.0,7.0,-11.0,17.4,4.3,0.0,4.0,2020 Summer,
Chibs,,3.0,33.3,1.2,2.0,4.0,2.7,6.4,324.0,36.3,20.4,391.0,1.03,0.4,0.23,0.15,-290.0,-14.0,-332.0,66.7,0.0,0.0,,2020 Summer,
Chilly, MY,1.0,0.0,1.8,0.0,5.0,9.0,0.8,209.0,64.3,5.8,114.0,2.96,1.51,0.26,0.46,173.0,2.0,-248.0,0.0,0.0,0.0,,2020 Summer,
Chime, CA,23.0,52.2,3.4,0.8,2.7,8.2,1.1,229.0,64.8,7.9,165.0,2.51,1.31,0.35,0.41,67.0,0.0,-154.0,21.7,4.3,0.0,,2020 Summer,
Chippys, NZ,25.0,52.0,3.8,2.8,2.2,5.6,7.1,361.0,61.0,19.8,375.0,0.98,0.36,0.16,0.17,184.0,3.0,173.0,24.0,8.0,0.0,8.0,2020 Summer,
Chosen, TR,6.0,0.0,0.7,1.0,3.5,1.5,4.5,268.0,39.2,11.4,153.0,1.39,0.55,0.34,0.46,-417.0,-15.0,-946.0,33.3,0.0,0.0,,2020 Summer,
Chosii, PL,20.0,40.0,2.2,3.6,3.5,4.2,8.4,384.0,62.2,29.0,493.0,1.01,0.42,0.15,0.16,-110.0,0.0,-302.0,45.0,5.0,0.0,4.0,2020 Summer,
Chovy, KR,62.0,62.9,3.9,3.3,2.1,4.9,9.7,433.0,67.2,25.2,508.0,1.24,0.39,0.38,0.14,281.0,13.0,366.0,24.2,6.5,0.0,9.0,2020 Summer,
Chungy, AU,19.0,31.6,2.7,2.6,2.5,4.1,8.6,382.0,59.9,27.6,480.0,1.11,0.53,0.17,0.25,-171.0,-4.0,-0.0,21.1,26.3,0.0,10.0,2020 Summer,
Cinkrof, PL,38.0,52.6,3.5,2.5,3.2,8.7,4.9,318.0,73.0,13.8,301.0,1.51,0.48,0.38,0.41,-32.0,-8.0,-287.0,55.3,13.2,0.0,5.0,2020 Summer,
Citrus, KR,35.0,45.7,2.4,2.5,3.5,5.9,5.4,317.0,69.7,14.6,272.0,1.89,0.62,0.53,0.36,-176.0,1.0,-41.0,45.7,11.4,0.0,2.0,2020 Summer,
Claire, AU,32.0,59.4,4.4,3.9,2.4,6.6,8.0,393.0,67.0,25.6,519.0,1.14,0.47,0.18,0.26,-5.0,-2.0,-15.0,21.9,6.3,0.0,11.0,2020 Summer,
Click, IT,32.0,65.6,7.0,1.1,1.7,11.0,1.1,250.0,75.8,8.8,197.0,2.4,1.37,0.33,0.38,201.0,-4.0,184.0,28.1,6.3,0.0,1.0,2020 Summer,
Clid, KR,63.0,69.8,4.8,2.8,2.1,7.3,5.9,355.0,65.3,14.8,306.0,2.03,0.77,0.53,0.39,151.0,-2.0,11.0,23.8,7.9,0.0,7.0,2020 Summer,
Closer, TR,29.0,48.3,3.1,2.7,2.3,4.6,6.1,335.0,69.5,14.2,272.0,1.3,0.26,0.4,0.18,66.0,7.0,352.0,41.4,10.3,0.0,1.0,2020 Summer,
Clozer, KR,15.0,80.0,5.7,4.0,1.5,4.7,9.0,413.0,58.3,25.2,471.0,0.97,0.41,0.14,0.16,264.0,1.0,283.0,20.0,13.3,0.0,7.0,2020 Summer,
Coated, VN,45.0,53.3,2.0,3.0,3.5,4.0,7.8,399.0,52.2,21.0,392.0,0.92,0.43,0.17,0.12,395.0,4.0,68.0,24.4,11.1,0.0,24.0,2020 Summer,
Cody Sun, CA,21.0,33.3,4.2,2.8,1.7,4.4,8.9,404.0,61.0,24.6,489.0,1.07,0.35,0.27,0.13,-300.0,-0.0,-77.0,14.3,9.5,0.0,,2020 Summer,
Cohle7, IT,18.0,44.4,5.0,3.6,1.8,5.6,8.7,397.0,73.7,27.6,483.0,0.83,0.46,0.09,0.21,-62.0,6.0,-14.0,11.1,11.1,0.0,5.0,2020 Summer,
Coldenfeet, TH,25.0,36.0,4.3,2.7,1.4,3.5,9.1,395.0,63.9,27.5,471.0,1.08,0.44,0.27,0.18,-381.0,-7.0,94.0,24.0,0.0,0.0,1.0,2020 Summer,
Coldraa, TR,4.0,25.0,3.7,3.5,2.3,4.8,7.7,406.0,84.9,35.4,580.0,1.24,0.45,0.26,0.07,1309.0,29.0,994.0,25.0,0.0,0.0,,2020 Summer,
Color, PL,3.0,100.0,13.3,6.7,1.0,6.7,8.7,487.0,62.6,32.2,787.0,1.15,0.5,0.21,0.18,1320.0,34.0,1066.0,0.0,0.0,0.0,2.0,2020 Summer,
Comp, GR,18.0,38.9,3.8,4.0,2.3,4.6,9.7,440.0,78.8,33.8,579.0,1.28,0.44,0.31,0.16,95.0,2.0,359.0,33.3,5.6,1.0,3.0,2020 Summer,
Contractz, US,21.0,47.6,3.8,3.5,2.4,5.7,6.1,353.0,73.1,18.8,375.0,1.6,0.51,0.43,0.29,109.0,-3.0,21.0,47.6,14.3,0.0,3.0,2020 Summer,
CoreJJ, KR,42.0,69.0,4.7,1.0,2.0,8.4,1.2,240.0,71.3,8.0,152.0,3.08,1.62,0.52,0.41,148.0,-0.0,33.0,31.0,11.9,0.0,,2020 Summer,
Corporal, AU,14.0,21.4,1.4,0.3,3.2,4.3,1.1,207.0,64.3,8.4,118.0,2.75,1.68,0.36,0.56,-28.0,-1.0,-210.0,21.4,7.1,0.0,,2020 Summer,
Cotonette, PT,2.0,0.0,1.1,1.0,4.5,4.0,1.1,211.0,88.9,9.1,152.0,2.64,1.57,0.38,0.35,-305.0,-6.0,392.0,0.0,0.0,0.0,,2020 Summer,
Cotopaco, CO,18.0,50.0,2.7,3.1,2.6,3.7,8.0,365.0,55.1,29.4,526.0,1.22,0.52,0.24,0.24,-196.0,-5.0,-5.0,11.1,5.6,0.0,5.0,2020 Summer,
CrawL, TR,2.0,0.0,0.6,0.5,7.0,3.5,4.0,251.0,65.8,7.7,150.0,1.09,0.25,0.23,0.23,-631.0,-10.0,-550.0,100.0,0.0,0.0,,2020 Summer,
Crazy, KR,3.0,0.0,1.0,0.3,3.3,3.0,7.5,328.0,45.0,20.1,365.0,0.9,0.45,0.12,0.14,-759.0,-4.0,-372.0,33.3,33.3,0.0,,2020 Summer,
Crecre, PE,14.0,28.6,2.7,0.4,1.9,4.6,1.2,213.0,62.7,7.7,124.0,2.52,1.71,0.35,0.5,-320.0,-1.0,-257.0,28.6,14.3,0.0,,2020 Summer,
Crisp, CN,49.0,49.0,2.8,0.9,3.0,7.6,1.2,233.0,65.0,6.8,131.0,2.27,1.53,0.28,0.56,-36.0,-1.0,-161.0,22.4,12.2,0.0,3.0,2020 Summer,
Croc, KR,32.0,59.4,3.2,3.3,3.5,8.0,6.3,366.0,70.3,17.7,354.0,1.65,0.51,0.4,0.34,295.0,10.0,347.0,37.5,12.5,0.0,5.0,2020 Summer,
Croco, KR,3.0,33.3,1.5,2.7,3.3,2.3,4.9,296.0,73.8,11.5,175.0,1.03,0.43,0.26,0.26,-439.0,-16.0,-776.0,66.7,0.0,0.0,,2020 Summer,
Crocomux, IT,15.0,13.3,2.2,2.8,3.1,3.9,7.8,363.0,77.5,36.8,634.0,0.76,0.37,0.1,0.12,-634.0,-10.0,-178.0,20.0,6.7,0.0,3.0,2020 Summer,
Crow, KR,16.0,62.5,4.6,1.8,1.5,5.1,7.8,362.0,65.5,22.8,383.0,1.09,0.54,0.17,0.26,-186.0,-9.0,-161.0,18.8,6.3,0.0,2.0,2020 Summer,
Crown, KR,24.0,50.0,2.9,3.0,2.8,5.0,8.4,389.0,64.6,28.6,542.0,1.25,0.61,0.23,0.31,102.0,4.0,4.0,20.8,8.3,0.0,8.0,2020 Summer,
Crownie, SI,21.0,42.9,4.0,3.4,2.0,4.4,9.4,433.0,65.9,29.9,529.0,1.14,0.37,0.31,0.08,245.0,8.0,-113.0,33.3,0.0,0.0,1.0,2020 Summer,
Crowno, AT,10.0,60.0,2.0,2.2,3.0,3.7,7.7,374.0,55.6,27.1,405.0,1.08,0.54,0.17,0.21,-4.0,1.0,9.0,20.0,20.0,0.0,2.0,2020 Summer,
Crush, KR,37.0,75.7,7.2,2.5,1.2,6.4,5.4,335.0,67.1,11.3,203.0,1.63,0.47,0.47,0.34,132.0,1.0,48.0,27.0,2.7,0.0,3.0,2020 Summer,
Cryin, CN,4.0,25.0,3.8,2.8,1.3,2.0,9.3,404.0,83.4,26.1,376.0,0.94,0.41,0.13,0.13,313.0,0.0,-252.0,50.0,0.0,0.0,,2020 Summer,
CuVee, KR,11.0,9.1,1.1,2.0,4.0,2.5,7.6,344.0,55.5,25.5,358.0,1.04,0.53,0.22,0.29,-470.0,-4.0,-40.0,0.0,18.2,0.0,2.0,2020 Summer,
Cube, CN,40.0,47.5,2.9,2.1,2.6,5.3,8.1,378.0,58.4,24.0,449.0,0.99,0.52,0.13,0.22,144.0,4.0,130.0,10.0,17.5,0.0,5.0,2020 Summer,
Cuzz, KR,38.0,65.8,4.7,2.2,1.7,6.0,5.9,334.0,67.9,15.0,273.0,1.88,0.55,0.53,0.35,190.0,7.0,275.0,44.7,5.3,0.0,4.0,2020 Summer,
Czajek, PL,36.0,52.8,4.5,3.5,2.1,5.8,8.8,406.0,66.2,27.9,523.0,0.82,0.33,0.16,0.18,-52.0,-4.0,-6.0,22.2,5.6,0.0,10.0,2020 Summer,
Czekolad, PL,35.0,80.0,5.0,5.2,2.5,7.2,8.9,446.0,67.2,26.7,609.0,1.0,0.45,0.16,0.16,608.0,8.0,350.0,17.1,14.3,1.0,19.0,2020 Summer,
D4nKa, DE,6.0,33.3,3.9,2.3,2.5,7.3,6.9,362.0,76.0,24.4,463.0,1.5,0.49,0.37,0.18,-38.0,17.0,441.0,16.7,0.0,0.0,,2020 Summer,
DNK, VN,48.0,50.0,3.4,3.2,2.6,5.4,6.5,368.0,64.3,18.9,356.0,1.36,0.29,0.37,0.3,269.0,9.0,443.0,35.4,8.3,0.0,9.0,2020 Summer,
DahVys, ES,33.0,51.5,3.7,3.5,2.6,6.3,6.0,352.0,75.6,16.2,334.0,1.37,0.41,0.32,0.28,13.0,-1.0,87.0,36.4,12.1,0.0,6.0,2020 Summer,Cream Real Betis
Dailen, TR,2.0,0.0,4.3,1.5,2.0,7.0,0.8,217.0,89.5,9.7,194.0,1.94,1.41,0.18,0.32,-206.0,-8.0,-582.0,50.0,0.0,0.0,,2020 Summer,
Damage, BR,20.0,35.0,2.3,0.8,3.7,7.8,1.3,227.0,75.0,9.3,175.0,2.19,1.33,0.36,0.44,-275.0,-1.0,-68.0,10.0,20.0,0.0,,2020 Summer,
Damonte, US,29.0,48.3,3.2,2.1,2.2,4.8,8.8,395.0,66.8,24.8,468.0,1.04,0.41,0.19,0.21,-41.0,-4.0,-127.0,20.7,6.9,0.0,4.0,2020 Summer,
Dan Dan, NL,18.0,38.9,2.8,2.2,2.0,3.4,8.0,381.0,59.3,23.3,411.0,0.9,0.44,0.12,0.16,-258.0,-4.0,-109.0,5.6,27.8,0.0,5.0,2020 Summer,
Dany, CZ,14.0,71.4,6.6,3.4,1.8,8.3,8.1,422.0,58.9,23.0,509.0,1.14,0.39,0.29,0.14,389.0,4.0,295.0,28.6,0.0,0.0,5.0,2020 Summer,
Dardoch, US,22.0,36.4,2.8,2.5,2.7,5.0,6.0,333.0,70.9,17.4,292.0,1.41,0.45,0.35,0.33,83.0,-1.0,143.0,40.9,4.5,0.0,4.0,2020 Summer,
Darkchri, IT,43.0,58.1,2.7,0.7,3.1,7.9,1.2,230.0,57.4,7.6,143.0,2.09,1.23,0.24,0.35,-81.0,2.0,13.0,25.6,4.7,0.0,1.0,2020 Summer,
Darlik, FR,9.0,22.2,1.5,2.8,4.0,3.3,6.6,342.0,53.9,20.8,382.0,0.76,0.39,0.1,0.15,-790.0,-21.0,-715.0,22.2,11.1,1.0,2.0,2020 Summer,
Darshan, CA,23.0,52.2,3.8,3.8,2.3,4.7,8.0,411.0,65.0,25.6,524.0,0.94,0.45,0.12,0.16,561.0,8.0,207.0,39.1,0.0,0.0,9.0,2020 Summer,
Dasher, KR,19.0,42.1,4.6,3.2,1.8,5.3,8.8,390.0,67.7,29.1,488.0,0.86,0.37,0.19,0.15,179.0,9.0,286.0,10.5,0.0,0.0,2.0,2020 Summer,
Dave, CZ,14.0,21.4,1.5,0.6,4.6,6.5,1.1,218.0,58.5,7.9,135.0,1.93,0.9,0.28,0.28,-537.0,-1.0,-718.0,14.3,7.1,0.0,,2020 Summer,
David, IT,2.0,50.0,1.1,1.0,4.0,3.5,6.8,314.0,41.9,16.4,319.0,0.51,0.3,0.06,0.02,-1166.0,-32.0,-700.0,0.0,0.0,0.0,1.0,2020 Summer,
Dawn, PH,18.0,22.2,2.7,2.1,2.0,3.2,8.8,382.0,57.1,27.3,442.0,1.25,0.43,0.3,0.14,-84.0,-1.0,-74.0,16.7,5.6,0.0,,2020 Summer,
Day1, JP,6.0,50.0,3.7,2.2,2.0,5.2,9.2,404.0,70.2,24.2,356.0,1.09,0.33,0.27,0.11,-460.0,-11.0,-180.0,0.0,0.0,0.0,1.0,2020 Summer,
Decay, FR,14.0,14.3,2.3,3.3,2.9,3.1,8.4,384.0,58.2,27.6,503.0,1.06,0.45,0.2,0.18,34.0,-0.0,-113.0,14.3,7.1,0.0,,2020 Summer,
Decoy, NZ,25.0,52.0,3.5,0.5,2.8,9.2,1.0,230.0,69.7,8.3,156.0,2.67,1.5,0.37,0.45,137.0,0.0,86.0,20.0,4.0,0.0,,2020 Summer,
Dee, TW,3.0,66.7,11.0,3.0,1.3,11.7,7.1,379.0,76.6,24.1,471.0,1.14,0.3,0.26,0.12,-51.0,-8.0,-392.0,33.3,0.0,0.0,,2020 Summer,
Defles, PL,22.0,54.5,7.8,4.0,1.3,5.9,8.2,400.0,63.0,25.3,495.0,1.2,0.43,0.26,0.19,-150.0,4.0,55.0,18.2,0.0,0.0,2.0,2020 Summer,
Deft, KR,62.0,62.9,4.4,3.0,2.0,5.6,9.1,419.0,66.2,26.6,544.0,1.25,0.52,0.34,0.17,168.0,4.0,39.0,19.4,6.5,0.0,3.0,2020 Summer,
Deftly, US,24.0,50.0,5.5,3.5,1.7,5.7,8.9,423.0,72.2,28.4,587.0,1.29,0.37,0.38,0.13,288.0,7.0,73.0,25.0,4.2,0.0,1.0,2020 Summer,
Dehaste, HR,14.0,71.4,5.0,4.2,2.4,7.6,8.4,419.0,61.9,29.8,632.0,0.92,0.41,0.12,0.16,353.0,2.0,134.0,21.4,7.1,0.0,8.0,2020 Summer,
Deidara, IT,43.0,58.1,2.9,3.4,3.3,5.9,7.1,379.0,59.7,22.0,419.0,1.07,0.5,0.19,0.19,268.0,4.0,-20.0,11.6,18.6,0.0,22.0,2020 Summer,
Dellal, TR,3.0,0.0,0.9,1.3,6.3,4.3,1.2,221.0,68.3,14.0,212.0,1.61,0.83,0.36,0.26,-1026.0,-2.0,-737.0,0.0,0.0,0.0,,2020 Summer,
Denyk, CZ,5.0,40.0,1.6,0.8,4.6,6.6,0.9,212.0,63.1,8.0,162.0,2.58,1.67,0.24,0.46,-363.0,2.0,-63.0,0.0,40.0,0.0,,2020 Summer,
Destiny, AU,9.0,44.4,3.3,0.7,2.0,5.9,1.0,215.0,60.2,5.9,103.0,2.66,1.76,0.29,0.54,-47.0,-2.0,14.0,11.1,0.0,0.0,1.0,2020 Summer,
Dethron, LT,1.0,0.0,2.0,3.0,2.0,1.0,9.0,424.0,66.7,28.0,259.0,0.78,0.28,0.21,0.0,-756.0,-15.0,-410.0,0.0,0.0,0.0,,2020 Summer,
Dhokla, US,25.0,64.0,2.6,2.7,3.2,5.7,7.6,376.0,59.0,25.1,467.0,0.95,0.37,0.21,0.14,257.0,7.0,160.0,12.0,12.0,0.0,9.0,2020 Summer,
Dia1, VN,54.0,64.8,4.5,5.2,2.5,6.2,8.8,433.0,64.4,26.0,549.0,1.32,0.49,0.25,0.19,406.0,3.0,122.0,33.3,9.3,1.0,36.0,2020 Summer,
Diagu, PL,19.0,36.8,1.7,1.0,3.9,5.6,4.9,290.0,68.9,11.6,193.0,1.3,0.52,0.31,0.36,-350.0,-10.0,-460.0,63.2,10.5,0.0,,2020 Summer,
Diamond, CA,25.0,76.0,4.8,1.0,2.2,9.6,1.3,247.0,62.5,7.9,159.0,2.4,1.32,0.32,0.38,-70.0,-1.0,71.0,20.0,16.0,0.0,,2020 Summer,
Diamondprox, RU,21.0,76.2,4.9,2.8,2.0,6.7,6.3,375.0,64.0,17.4,334.0,1.8,0.52,0.45,0.32,585.0,5.0,258.0,47.6,9.5,0.0,4.0,2020 Summer,
Dimonko, RU,14.0,35.7,2.4,1.1,3.1,6.4,1.2,226.0,67.3,10.4,206.0,2.2,1.26,0.33,0.4,-339.0,-0.0,-311.0,7.1,14.3,0.0,,2020 Summer,
Diplex, DE,26.0,46.2,3.3,3.5,2.6,5.2,7.7,381.0,65.5,22.3,463.0,1.04,0.35,0.25,0.16,-208.0,-12.0,-411.0,23.1,0.0,0.0,10.0,2020 Summer,
Direnc, TR,2.0,0.0,1.3,3.0,4.0,2.0,7.4,352.0,26.3,22.9,464.0,0.58,0.3,0.07,0.1,-1173.0,-40.0,-1362.0,0.0,0.0,0.0,,2020 Summer,
Disave, BR,2.0,50.0,4.1,6.5,3.5,8.0,8.6,421.0,57.3,29.9,854.0,1.22,0.39,0.37,0.12,190.0,8.0,-42.0,0.0,0.0,0.0,,2020 Summer,
Divkid, VN,44.0,56.8,4.0,4.1,2.8,7.0,9.1,432.0,64.8,26.4,541.0,1.22,0.38,0.38,0.08,141.0,4.0,217.0,27.3,11.4,0.0,4.0,2020 Summer,
Djoko, FR,13.0,15.4,1.9,1.8,3.6,5.1,5.3,307.0,68.2,15.2,285.0,1.34,0.32,0.36,0.2,79.0,4.0,291.0,23.1,0.0,0.0,3.0,2020 Summer,
Do1u1u, TW,23.0,39.1,2.5,0.9,3.6,8.1,0.9,223.0,73.5,8.9,130.0,2.47,1.67,0.27,0.52,77.0,-2.0,132.0,39.1,21.7,0.0,,2020 Summer,
DoeDoii, PH,18.0,22.2,1.8,2.1,3.7,4.6,5.1,303.0,76.2,15.4,244.0,1.46,0.54,0.32,0.37,-503.0,-7.0,-427.0,44.4,5.6,0.0,3.0,2020 Summer,
Doinb, KR,49.0,49.0,4.3,3.6,2.4,6.9,8.5,409.0,78.2,27.9,533.0,1.19,0.46,0.21,0.14,-125.0,-3.0,-132.0,32.7,6.1,0.0,6.0,2020 Summer,
Don Arts, DE,26.0,46.2,3.1,3.0,3.1,6.5,6.5,352.0,70.9,18.0,362.0,1.42,0.32,0.4,0.23,-302.0,-1.0,-55.0,34.6,15.4,0.0,1.0,2020 Summer,
Doran, KR,62.0,62.9,2.7,2.7,2.8,4.9,8.7,404.0,62.6,22.5,447.0,0.99,0.43,0.2,0.14,196.0,7.0,142.0,17.7,19.4,0.0,27.0,2020 Summer,
Doss, DK,13.0,38.5,1.9,0.2,3.2,5.8,1.0,217.0,55.4,7.1,117.0,2.43,1.54,0.28,0.45,20.0,-1.0,67.0,7.7,15.4,0.0,,2020 Summer,
DoubleAiM, RS,7.0,42.9,5.4,3.6,1.9,6.4,6.6,364.0,70.5,19.4,370.0,1.42,0.26,0.47,0.24,433.0,4.0,232.0,57.1,14.3,0.0,1.0,2020 Summer,
Doublelift, US,49.0,55.1,3.7,3.4,2.1,4.5,9.3,426.0,65.4,27.4,503.0,1.42,0.4,0.39,0.15,-154.0,1.0,83.0,16.3,4.1,0.0,2.0,2020 Summer,
Dove, KR,9.0,11.1,1.7,1.9,2.6,2.6,8.7,374.0,65.7,24.7,410.0,0.89,0.52,0.23,0.26,-540.0,-7.0,-432.0,22.2,11.1,0.0,,2020 Summer,
Doxy, DK,9.0,55.6,3.4,2.2,2.4,6.1,7.8,391.0,56.2,25.6,507.0,0.94,0.45,0.14,0.16,118.0,-5.0,-220.0,22.2,22.2,0.0,5.0,2020 Summer,
Dragku, AU,32.0,59.4,4.5,0.9,2.3,9.2,1.3,242.0,60.8,11.3,230.0,2.31,1.14,0.39,0.32,-36.0,-3.0,-118.0,18.8,9.4,0.0,,2020 Summer,
Dragonmin, KR,13.0,46.2,2.1,0.5,2.1,3.8,5.0,277.0,49.9,10.2,147.0,1.62,0.59,0.39,0.28,-526.0,-3.0,-399.0,23.1,15.4,0.0,1.0,2020 Summer,
Dragoon, PT,2.0,0.0,1.6,1.5,3.5,4.0,5.1,274.0,30.6,18.9,326.0,0.71,0.38,0.05,0.07,-62.0,10.0,446.0,0.0,50.0,0.0,2.0,2020 Summer,
Draktharr, VN,15.0,26.7,2.0,2.4,4.3,6.0,5.6,327.0,72.0,16.0,291.0,1.59,0.63,0.4,0.42,-560.0,-8.0,-409.0,33.3,20.0,0.0,,2020 Summer,
Dread, KR,6.0,16.7,1.3,2.5,3.7,2.2,6.5,347.0,62.1,19.0,326.0,1.33,0.28,0.44,0.29,-110.0,3.0,-71.0,16.7,16.7,0.0,1.0,2020 Summer,
Dreamer Ace, AT,35.0,48.6,4.9,0.8,2.0,9.1,1.4,241.0,62.6,7.8,152.0,2.3,1.29,0.33,0.44,-305.0,-7.0,-149.0,25.7,5.7,0.0,,2020 Summer,
Dreampull, RU,21.0,76.2,4.1,3.1,2.0,4.8,8.2,408.0,54.6,20.9,399.0,0.82,0.4,0.08,0.09,696.0,12.0,293.0,33.3,0.0,0.0,8.0,2020 Summer,
Dreams, KR,27.0,55.6,3.2,0.7,2.6,7.6,0.9,222.0,64.7,8.0,146.0,2.41,1.41,0.25,0.47,-114.0,-1.0,-7.0,25.9,14.8,0.0,1.0,2020 Summer,
Dred, CZ,14.0,57.1,3.1,3.6,2.6,4.5,8.7,405.0,61.1,26.8,502.0,1.18,0.44,0.28,0.21,456.0,10.0,334.0,28.6,0.0,0.0,3.0,2020 Summer,
Drop, BR,13.0,30.8,2.2,3.4,3.7,4.6,8.3,405.0,63.9,28.4,557.0,1.15,0.43,0.29,0.16,-284.0,-10.0,-284.0,7.7,7.7,0.0,4.0,2020 Summer,
DuDu, KR,31.0,22.6,1.6,2.4,3.6,3.5,8.0,369.0,59.1,23.7,405.0,0.93,0.49,0.16,0.23,-113.0,2.0,97.0,22.6,22.6,0.0,14.0,2020 Summer,
DuaLL, ES,25.0,48.0,2.5,1.0,3.4,7.5,1.2,235.0,74.2,11.1,213.0,2.29,1.26,0.29,0.36,-61.0,-1.0,135.0,20.0,24.0,0.0,,2020 Summer,Cream Real Betis
Duan, CN,19.0,31.6,1.9,0.4,3.7,6.6,1.2,220.0,62.2,8.0,142.0,2.43,1.46,0.38,0.37,-60.0,1.0,140.0,21.1,36.8,0.0,1.0,2020 Summer,
DudsTheBoy, BR,24.0,54.2,3.6,4.0,3.0,6.8,8.0,409.0,69.6,28.3,574.0,1.62,0.66,0.41,0.21,364.0,4.0,179.0,33.3,8.3,0.0,3.0,2020 Summer,
Duduuu, ES,3.0,33.3,1.4,2.7,4.3,3.3,4.3,287.0,69.0,11.0,163.0,0.75,0.13,0.16,0.16,99.0,-23.0,-1036.0,33.3,0.0,0.0,,2020 Summer,S2V Esports
EGO, VN,46.0,69.6,3.8,3.2,2.8,7.5,5.9,356.0,66.1,17.0,334.0,1.45,0.44,0.37,0.3,-115.0,-5.0,-214.0,43.5,8.7,0.0,7.0,2020 Summer,
Eagle, VN,22.0,36.4,3.1,2.0,2.3,5.0,5.4,314.0,64.0,16.4,297.0,1.61,0.56,0.38,0.39,-442.0,-11.0,-567.0,27.3,18.2,0.0,1.0,2020 Summer,
EasyLove, VN,47.0,66.0,4.2,3.5,2.6,7.2,8.7,404.0,60.8,23.3,481.0,0.83,0.32,0.21,0.09,-496.0,-10.0,-330.0,17.0,8.5,0.0,6.0,2020 Summer,
Eckas, LT,44.0,68.2,5.6,4.2,2.1,7.8,6.4,374.0,74.8,17.9,384.0,1.48,0.45,0.35,0.3,334.0,8.0,399.0,40.9,6.8,0.0,16.0,2020 Summer,
Eddie, VN,1.0,0.0,17.0,4.0,1.0,13.0,8.2,,85.0,,,,,,,,,,,,,,2020 Summer,
Edge, KR,9.0,22.2,3.2,2.6,2.0,3.8,8.2,357.0,76.1,23.9,400.0,0.74,0.42,0.13,0.17,-194.0,4.0,-91.0,11.1,0.0,0.0,3.0,2020 Summer,
Edward, AM,27.0,63.0,4.0,1.1,2.5,8.9,1.3,252.0,70.7,9.2,170.0,2.78,1.42,0.46,0.44,339.0,5.0,-23.0,37.0,14.8,0.0,1.0,2020 Summer,
Effort, KR,50.0,62.0,4.1,1.0,2.3,8.3,1.3,240.0,69.3,7.2,132.0,3.15,1.94,0.55,0.53,260.0,1.0,54.0,40.0,0.0,0.0,2.0,2020 Summer,
Efias, UA,35.0,51.4,3.0,0.6,2.5,6.9,1.3,232.0,62.5,7.6,127.0,2.25,1.38,0.3,0.43,-137.0,1.0,-197.0,14.3,11.4,0.0,2.0,2020 Summer,
Eika, FR,16.0,31.3,2.1,2.9,3.0,3.4,8.7,388.0,71.1,27.5,478.0,1.16,0.46,0.22,0.21,157.0,2.0,31.0,25.0,0.0,0.0,6.0,2020 Summer,
Elio, VN,37.0,32.4,2.4,1.0,3.0,6.2,1.2,230.0,65.7,8.6,155.0,2.83,1.84,0.38,0.56,-80.0,2.0,163.0,16.2,10.8,0.0,,2020 Summer,
Elk, CN,45.0,53.3,4.0,4.4,2.5,5.6,9.5,443.0,74.6,35.8,671.0,1.21,0.38,0.39,0.18,209.0,3.0,11.0,22.2,8.9,0.0,7.0,2020 Summer,
Ellam, SE,8.0,37.5,2.7,3.0,2.6,4.0,8.5,395.0,52.3,25.1,449.0,1.01,0.36,0.19,0.2,-49.0,-4.0,-328.0,12.5,0.0,0.0,,2020 Summer,
Ellim, KR,14.0,50.0,5.3,2.7,2.0,7.9,5.2,323.0,66.3,12.1,231.0,1.54,0.53,0.34,0.39,-65.0,-7.0,-166.0,57.1,21.4,0.0,1.0,2020 Summer,
Elramir, TR,23.0,43.5,2.9,1.3,2.5,6.0,5.3,309.0,76.7,13.6,208.0,1.59,0.48,0.47,0.44,-312.0,-8.0,-562.0,34.8,17.4,0.0,2.0,2020 Summer,
