Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team
Elyoya, ES,35.0,71.4,7.3,4.0,1.8,9.3,6.5,381.0,76.8,18.8,403.0,1.67,0.38,0.49,0.3,599.0,16.0,790.0,65.7,5.7,0.0,7.0,2020 Summer,Movistar Riders
Emp, CL,14.0,42.9,2.4,1.9,1.6,2.1,8.9,370.0,51.4,26.9,377.0,0.99,0.43,0.21,0.19,-180.0,1.0,-125.0,0.0,0.0,0.0,,2020 Summer,
Endz, EE,27.0,63.0,4.1,4.3,2.3,5.0,9.0,439.0,63.9,26.0,487.0,0.9,0.24,0.26,0.08,617.0,13.0,374.0,29.6,3.7,0.0,1.0,2020 Summer,
Eneino, IT,15.0,20.0,2.9,3.5,2.3,3.4,8.4,387.0,70.4,25.1,399.0,0.83,0.35,0.18,0.08,-773.0,-16.0,-533.0,26.7,0.0,0.0,5.0,2020 Summer,
Enel, BR,19.0,36.8,3.0,3.4,2.8,5.2,5.8,347.0,70.1,17.4,319.0,1.67,0.6,0.4,0.42,275.0,2.0,120.0,36.8,10.5,0.0,4.0,2020 Summer,
Enjawve, FR,34.0,47.1,2.3,1.1,4.7,9.5,1.2,241.0,64.2,9.8,216.0,2.5,1.38,0.39,0.47,112.0,2.0,103.0,17.6,20.6,0.0,2.0,2020 Summer,
Enso, TW,24.0,37.5,3.5,2.6,2.5,6.0,4.8,307.0,71.6,12.7,203.0,1.49,0.41,0.44,0.4,-193.0,-9.0,-441.0,37.5,4.2,0.0,1.0,2020 Summer,
Enty, JP,21.0,52.4,2.3,0.7,3.2,6.7,1.1,225.0,62.1,7.0,142.0,2.69,1.76,0.42,0.47,-38.0,2.0,186.0,14.3,14.3,0.0,,2020 Summer,
Envy, BR,34.0,55.9,4.8,3.8,2.0,5.9,8.1,397.0,72.4,26.0,471.0,1.02,0.43,0.19,0.2,236.0,-4.0,-3.0,29.4,0.0,0.0,11.0,2020 Summer,
Envy Carry, DE,35.0,48.6,3.1,4.5,3.0,4.9,7.9,392.0,62.8,21.1,409.0,0.84,0.38,0.13,0.17,-819.0,-22.0,-495.0,14.3,8.6,0.0,14.0,2020 Summer,
Envyy, KR,17.0,35.3,2.7,3.5,2.7,3.9,9.4,415.0,67.8,30.3,548.0,0.92,0.31,0.26,0.09,-528.0,-9.0,-31.0,17.6,0.0,0.0,1.0,2020 Summer,
Epic, HK,18.0,16.7,2.1,1.7,2.5,3.6,5.7,318.0,68.9,15.2,208.0,1.11,0.42,0.25,0.32,-148.0,3.0,-87.0,22.2,11.1,0.0,,2020 Summer,
Erasus, BR,19.0,52.6,3.0,2.7,2.6,5.1,5.5,335.0,63.4,17.6,301.0,1.39,0.5,0.34,0.38,417.0,6.0,278.0,63.2,0.0,0.0,5.0,2020 Summer,
Erdote, PL,44.0,68.2,4.0,0.6,2.4,9.0,1.2,238.0,72.6,7.6,151.0,2.85,1.79,0.35,0.56,35.0,1.0,-2.0,25.0,13.6,0.0,,2020 Summer,
Eric, CN,7.0,42.9,2.8,4.0,3.4,5.7,8.6,412.0,70.0,31.2,632.0,1.44,0.42,0.36,0.15,-600.0,-7.0,-114.0,28.6,0.0,0.0,,2020 Summer,
Eugeo, JP,19.0,42.1,3.7,2.8,2.6,6.9,6.8,343.0,71.2,17.7,324.0,0.98,0.35,0.2,0.18,-591.0,-17.0,-482.0,26.3,5.3,0.0,6.0,2020 Summer,
Evi, JP,32.0,59.4,2.9,3.4,3.1,5.8,6.9,369.0,63.1,22.0,429.0,0.92,0.33,0.19,0.14,158.0,3.0,206.0,37.5,12.5,0.0,11.0,2020 Summer,
Evolved, CA,25.0,64.0,4.5,4.2,2.1,5.4,8.5,403.0,65.3,26.6,497.0,1.15,0.57,0.17,0.32,-474.0,-9.0,-88.0,12.0,20.0,0.0,6.0,2020 Summer,
Exakick, FR,53.0,56.6,3.7,4.6,3.2,7.3,8.4,424.0,67.5,24.2,544.0,1.26,0.45,0.29,0.22,107.0,3.0,-76.0,26.4,11.3,0.0,8.0,2020 Summer,
Exos, NL,2.0,0.0,1.5,3.0,5.5,5.0,6.1,325.0,67.1,20.9,352.0,0.92,0.09,0.27,0.09,-494.0,-8.0,52.0,0.0,0.0,0.0,2.0,2020 Summer,
Eyla, AU,37.0,62.2,3.3,0.6,2.9,8.8,1.2,231.0,67.8,8.9,175.0,2.48,1.3,0.37,0.39,-52.0,3.0,47.0,29.7,10.8,0.0,,2020 Summer,
Eyliph, FR,21.0,47.6,3.4,3.1,2.9,6.7,6.9,361.0,59.6,21.7,399.0,0.98,0.53,0.15,0.24,-172.0,-6.0,54.0,33.3,4.8,0.0,4.0,2020 Summer,
F4rg, PT,27.0,48.1,2.2,2.3,3.3,5.2,7.8,375.0,57.1,22.8,424.0,0.89,0.46,0.11,0.15,108.0,6.0,121.0,18.5,18.5,0.0,11.0,2020 Summer,
FATE, KR,33.0,48.5,4.4,3.5,1.8,4.5,9.0,410.0,71.7,29.4,536.0,1.13,0.5,0.23,0.19,38.0,1.0,9.0,12.1,6.1,0.0,8.0,2020 Summer,
FBI, AU,29.0,48.3,4.1,3.0,1.8,4.5,9.3,417.0,72.3,29.2,561.0,1.14,0.42,0.31,0.16,342.0,8.0,130.0,24.1,3.4,0.0,,2020 Summer,
FakeGod, US,21.0,52.4,3.2,3.1,2.4,4.5,7.8,388.0,63.6,21.7,426.0,1.03,0.45,0.19,0.14,125.0,2.0,214.0,4.8,9.5,0.0,4.0,2020 Summer,
Faker, KR,37.0,54.1,4.7,2.7,1.8,5.9,8.9,406.0,68.5,26.3,483.0,1.29,0.54,0.24,0.23,130.0,2.0,119.0,24.3,13.5,0.0,3.0,2020 Summer,
Fanatiik, CA,18.0,38.9,3.5,2.1,2.1,5.1,4.9,305.0,78.8,12.0,191.0,1.45,0.47,0.38,0.36,-140.0,-9.0,-391.0,38.9,5.6,0.0,1.0,2020 Summer,
Fastlegged, GB,4.0,25.0,2.6,0.8,2.8,6.5,1.9,242.0,72.5,11.5,189.0,1.79,0.93,0.18,0.28,259.0,4.0,506.0,25.0,0.0,0.0,,2020 Summer,
Febiven, NL,18.0,38.9,2.5,2.4,2.6,4.2,8.8,390.0,64.8,28.6,505.0,0.95,0.33,0.23,0.18,-304.0,-0.0,-45.0,22.2,5.6,0.0,,2020 Summer,
FeeNiixZ, ES,40.0,52.5,3.1,2.5,2.0,3.9,8.3,374.0,50.9,21.2,399.0,1.06,0.43,0.19,0.23,-9.0,0.0,45.0,10.0,7.5,0.0,4.0,2020 Summer,G2 Arctic
Feedarias, PT,25.0,60.0,2.9,0.8,3.2,8.6,1.2,246.0,66.9,8.9,154.0,2.63,1.52,0.36,0.5,214.0,2.0,11.0,24.0,16.0,0.0,1.0,2020 Summer,
Fendras, ES,20.0,25.0,2.9,0.6,2.4,6.3,1.0,214.0,71.0,7.8,137.0,2.27,1.33,0.27,0.44,-226.0,-1.0,-325.0,15.0,10.0,0.0,,2020 Summer,
Fengx, MX,1.0,0.0,0.8,2.0,4.0,1.0,6.0,313.0,100.0,20.8,150.0,1.5,0.4,0.47,0.43,-813.0,-9.0,-846.0,0.0,100.0,0.0,,2020 Summer,
FeniX, KR,22.0,36.4,3.7,2.5,1.9,4.6,8.5,370.0,61.6,26.8,439.0,0.79,0.29,0.18,0.16,-76.0,0.0,32.0,27.3,18.2,0.0,3.0,2020 Summer,
Ferret, TR,23.0,78.3,5.8,2.3,2.2,10.2,5.0,323.0,68.6,13.5,279.0,1.61,0.41,0.51,0.34,-176.0,-7.0,-254.0,47.8,4.3,0.0,3.0,2020 Summer,
Fill, US,26.0,46.2,2.8,1.3,2.7,6.4,1.4,240.0,64.0,10.1,170.0,2.43,1.32,0.35,0.37,93.0,4.0,145.0,42.3,7.7,0.0,,2020 Summer,
Final, DE,12.0,25.0,1.4,4.5,5.5,3.3,9.2,442.0,64.6,35.3,693.0,1.13,0.42,0.25,0.16,510.0,11.0,108.0,33.3,16.7,0.0,16.0,2020 Summer,
Finn, SE,35.0,54.3,2.8,2.1,2.7,5.5,7.2,370.0,59.3,24.6,412.0,1.12,0.46,0.12,0.16,-244.0,-12.0,-225.0,28.6,11.4,0.0,11.0,2020 Summer,
FireRain, KR,32.0,40.6,3.2,3.0,2.4,4.6,8.1,385.0,69.2,26.9,496.0,1.38,0.52,0.26,0.23,-53.0,-8.0,7.0,18.8,0.0,0.0,14.0,2020 Summer,
Fitz, BR,6.0,33.3,2.1,1.8,3.0,4.5,7.5,352.0,58.8,22.8,385.0,1.04,0.41,0.17,0.16,-485.0,1.0,73.0,16.7,33.3,0.0,2.0,2020 Summer,
Flakked, ES,30.0,46.7,5.8,4.0,1.6,5.3,8.2,410.0,73.5,28.2,490.0,1.29,0.54,0.28,0.24,274.0,3.0,152.0,30.0,6.7,0.0,2.0,2020 Summer,
Flandre, CN,21.0,42.9,2.8,2.9,2.8,4.9,8.9,413.0,72.5,29.4,602.0,0.93,0.21,0.3,0.09,76.0,5.0,183.0,14.3,33.3,0.0,4.0,2020 Summer,
Flare, KR,30.0,36.7,3.7,2.7,2.1,5.2,6.0,338.0,75.9,15.8,277.0,1.74,0.56,0.51,0.24,192.0,8.0,288.0,40.0,6.7,0.0,3.0,2020 Summer,
Flare, BR,2.0,0.0,1.6,1.0,2.5,3.0,9.6,384.0,60.2,37.3,466.0,0.75,0.44,0.18,0.2,-376.0,-12.0,-750.0,50.0,0.0,0.0,,2020 Summer,
Flash, PT,24.0,58.3,3.1,2.2,2.7,6.3,6.5,337.0,57.8,16.8,318.0,0.99,0.48,0.13,0.17,-666.0,-18.0,-556.0,16.7,8.3,0.0,3.0,2020 Summer,
Flawless, KR,32.0,18.8,1.6,1.7,3.5,3.9,5.2,300.0,66.7,14.5,244.0,1.77,0.65,0.52,0.42,-337.0,-2.0,-117.0,34.4,9.4,0.0,3.0,2020 Summer,
Fly, KR,54.0,50.0,3.5,2.5,2.3,5.6,8.1,370.0,66.1,23.5,426.0,0.99,0.45,0.21,0.21,-244.0,-7.0,-257.0,20.4,7.4,0.0,9.0,2020 Summer,
FoFo, TW,38.0,42.1,3.4,3.6,2.4,4.6,8.2,387.0,71.2,29.0,557.0,1.0,0.43,0.19,0.15,149.0,1.0,-118.0,18.4,10.5,1.0,5.0,2020 Summer,
FoX, IT,23.0,43.5,2.6,0.8,3.3,7.7,0.9,222.0,61.4,7.3,128.0,2.17,1.23,0.24,0.42,-173.0,-2.0,-240.0,30.4,8.7,0.0,,2020 Summer,
Fokkus, LT,6.0,33.3,2.8,3.3,3.8,7.5,5.3,324.0,76.2,19.3,336.0,1.1,0.25,0.23,0.2,-684.0,-9.0,-608.0,33.3,33.3,0.0,1.0,2020 Summer,
Forge, CN,7.0,28.6,2.0,1.7,3.7,5.6,8.6,373.0,79.3,25.1,443.0,0.99,0.42,0.24,0.16,69.0,7.0,135.0,57.1,0.0,0.0,,2020 Summer,
Fr0zen, PT,26.0,69.2,4.1,2.3,2.1,6.3,7.4,378.0,55.7,22.4,428.0,0.77,0.37,0.1,0.08,35.0,3.0,240.0,11.5,11.5,0.0,4.0,2020 Summer,
Fragas, US,27.0,40.7,2.5,1.8,3.3,6.4,4.8,298.0,69.7,13.0,226.0,1.4,0.4,0.39,0.34,-396.0,-11.0,-597.0,29.6,22.2,0.0,2.0,2020 Summer,
Fraid, FR,15.0,33.3,2.3,2.4,3.7,6.1,6.5,342.0,65.1,23.0,416.0,0.98,0.36,0.16,0.15,-163.0,0.0,-262.0,6.7,20.0,0.0,6.0,2020 Summer,
Frappii, FR,9.0,22.2,2.2,1.6,3.3,5.7,8.6,394.0,65.1,29.7,579.0,0.96,0.41,0.17,0.21,432.0,1.0,144.0,11.1,22.2,0.0,1.0,2020 Summer,
Freeze, CZ,18.0,44.4,3.7,2.4,1.9,4.7,8.8,400.0,58.7,23.4,410.0,1.33,0.45,0.29,0.12,-289.0,-4.0,73.0,22.2,5.6,0.0,,2020 Summer,
Fresskowy, PL,55.0,60.0,5.0,4.9,2.1,5.8,8.5,420.0,65.2,28.0,550.0,0.96,0.46,0.14,0.25,205.0,6.0,151.0,21.8,1.8,0.0,56.0,2020 Summer,
Froggen, DK,18.0,33.3,4.9,2.3,1.6,5.3,8.9,393.0,76.6,26.9,432.0,0.96,0.43,0.21,0.2,65.0,-0.0,-78.0,27.8,0.0,0.0,1.0,2020 Summer,
Froggy, VN,33.0,33.3,2.3,2.6,3.8,6.3,6.9,352.0,64.7,20.6,428.0,1.06,0.44,0.19,0.21,-781.0,-17.0,-474.0,12.1,9.1,0.0,8.0,2020 Summer,
Frozen, KR,2.0,0.0,0.2,0.5,5.0,0.5,6.9,316.0,19.6,24.2,321.0,0.33,0.25,0.02,0.0,-2450.0,-16.0,-827.0,0.0,0.0,0.0,,2020 Summer,
Fudge, AU,25.0,76.0,6.3,4.4,1.6,6.0,8.3,426.0,62.9,25.8,516.0,0.93,0.41,0.12,0.15,277.0,6.0,133.0,32.0,4.0,0.0,10.0,2020 Summer,
Fulis, CZ,14.0,28.6,1.3,1.9,3.6,2.6,7.0,331.0,37.8,20.6,301.0,0.85,0.4,0.15,0.14,-401.0,-13.0,-381.0,14.3,14.3,0.0,7.0,2020 Summer,
Furyy, PT,5.0,20.0,1.6,3.0,4.2,3.6,5.4,323.0,80.6,18.3,258.0,1.55,0.55,0.44,0.29,-248.0,-12.0,-474.0,40.0,40.0,0.0,,2020 Summer,
G4, TH,25.0,36.0,2.0,1.5,3.0,4.4,8.6,367.0,62.1,25.5,420.0,0.94,0.4,0.2,0.16,-162.0,3.0,6.0,12.0,20.0,0.0,1.0,2020 Summer,
GALA, CN,20.0,55.0,5.3,3.7,1.9,6.4,10.0,453.0,64.3,28.5,553.0,1.09,0.31,0.3,0.12,751.0,19.0,495.0,35.0,5.0,0.0,1.0,2020 Summer,
GDX, CN,2.0,0.0,1.3,2.5,3.5,2.0,8.1,374.0,67.5,17.9,299.0,1.07,0.44,0.16,0.18,-432.0,-26.0,-376.0,0.0,0.0,0.0,,2020 Summer,
Gabbo, IT,7.0,42.9,2.1,3.0,3.1,3.6,7.6,381.0,47.5,21.6,388.0,0.99,0.53,0.16,0.25,385.0,4.0,144.0,28.6,0.0,0.0,1.0,2020 Summer,
Gadget, BY,35.0,74.3,5.2,3.7,2.1,7.3,7.8,409.0,64.0,27.7,588.0,1.21,0.38,0.32,0.11,-79.0,-7.0,135.0,22.9,5.7,0.0,13.0,2020 Summer,
Gaeng, KR,32.0,59.4,4.3,0.6,2.3,9.0,1.4,235.0,67.8,7.4,145.0,2.68,1.68,0.43,0.48,98.0,0.0,170.0,34.4,6.3,0.0,2.0,2020 Summer,
Gagai, GR,16.0,43.8,2.4,3.6,3.6,4.9,7.9,395.0,51.1,24.1,464.0,1.06,0.38,0.27,0.11,-981.0,-14.0,-468.0,12.5,12.5,0.0,3.0,2020 Summer,
Galaxy, PT,16.0,50.0,2.7,2.4,2.3,3.8,7.4,352.0,44.1,19.3,321.0,0.88,0.38,0.13,0.15,-21.0,-3.0,231.0,25.0,18.8,0.0,7.0,2020 Summer,
Gango, KR,22.0,59.1,4.0,3.8,2.6,6.8,9.2,427.0,78.5,31.4,577.0,1.02,0.35,0.28,0.11,-210.0,-2.0,-92.0,31.8,22.7,0.0,1.0,2020 Summer,
Gariaru, JP,14.0,21.4,2.3,2.1,2.4,3.4,8.8,377.0,70.2,26.6,380.0,1.04,0.53,0.16,0.24,204.0,2.0,1.0,28.6,14.3,0.0,3.0,2020 Summer,
Garo, BR,26.0,50.0,4.9,3.7,2.2,7.3,7.4,390.0,68.7,25.1,513.0,1.22,0.55,0.27,0.19,-229.0,-17.0,-12.0,26.9,7.7,0.0,3.0,2020 Summer,
Garp, CZ,17.0,11.8,1.4,1.9,4.5,4.2,6.3,323.0,55.1,21.4,413.0,0.83,0.37,0.08,0.18,-979.0,-21.0,-719.0,41.2,23.5,0.0,1.0,2020 Summer,
Garvey, CN,1.0,0.0,1.3,3.0,3.0,1.0,7.1,352.0,57.1,27.7,367.0,1.08,0.43,0.13,0.36,172.0,-7.0,120.0,0.0,100.0,0.0,1.0,2020 Summer,
Gate, US,16.0,31.3,1.5,0.7,4.0,5.3,1.1,212.0,58.6,7.9,136.0,2.66,1.71,0.33,0.43,-46.0,-0.0,-219.0,31.3,18.8,0.0,,2020 Summer,
Gavotto, MX,14.0,28.6,2.2,1.0,1.9,3.2,8.5,363.0,53.9,22.6,364.0,1.05,0.36,0.3,0.12,-838.0,-18.0,-453.0,14.3,7.1,0.0,,2020 Summer,
Gemini, TW,42.0,64.3,4.3,3.1,2.0,5.6,5.4,332.0,70.0,13.8,263.0,1.56,0.52,0.41,0.36,-31.0,-5.0,-158.0,42.9,7.1,0.0,10.0,2020 Summer,
Gemon, IT,23.0,43.5,2.0,2.5,4.0,5.7,6.5,342.0,55.4,24.6,450.0,0.92,0.41,0.13,0.1,-389.0,-17.0,-186.0,39.1,8.7,0.0,14.0,2020 Summer,
Genthix, AR,18.0,50.0,4.0,1.1,2.0,6.9,1.5,240.0,63.9,8.5,151.0,2.09,1.19,0.35,0.31,94.0,-3.0,120.0,38.9,11.1,0.0,,2020 Summer,
Genza, VN,3.0,66.7,1.8,1.3,4.0,6.0,7.6,350.0,49.4,15.5,330.0,1.13,0.56,0.25,0.22,-620.0,-14.0,189.0,0.0,33.3,0.0,,2020 Summer,
Getback, AU,28.0,50.0,2.9,3.7,2.7,4.2,8.6,397.0,63.3,25.5,448.0,0.84,0.36,0.15,0.15,-289.0,-7.0,-296.0,14.3,3.6,1.0,11.0,2020 Summer,
Ghost, KR,59.0,86.4,7.6,3.3,1.4,7.3,8.4,423.0,64.6,22.5,484.0,1.23,0.55,0.27,0.2,272.0,-0.0,336.0,13.6,10.2,0.0,6.0,2020 Summer,
Gilius, DE,28.0,64.3,4.1,3.1,2.2,5.9,5.6,336.0,66.3,13.3,260.0,1.54,0.43,0.41,0.26,-8.0,-3.0,-114.0,28.6,21.4,0.0,2.0,2020 Summer,
GimGoon, KR,21.0,52.4,2.6,2.6,3.4,6.2,7.0,368.0,58.9,25.5,484.0,1.01,0.48,0.18,0.17,-416.0,-13.0,-309.0,19.0,4.8,0.0,8.0,2020 Summer,
Gine, IT,18.0,44.4,3.7,2.3,2.7,7.6,5.3,326.0,78.0,16.1,297.0,1.16,0.3,0.25,0.28,-431.0,-10.0,-463.0,33.3,0.0,0.0,3.0,2020 Summer,
Giyuu, LB,24.0,50.0,2.7,3.1,3.2,5.7,8.3,392.0,70.6,24.0,495.0,1.12,0.45,0.16,0.15,-51.0,-3.0,-252.0,25.0,12.5,0.0,10.0,2020 Summer,
Glebo, PL,19.0,57.9,3.3,2.4,2.8,7.1,7.1,366.0,61.1,19.9,394.0,1.03,0.53,0.14,0.26,-402.0,-2.0,-72.0,5.3,15.8,0.0,4.0,2020 Summer,
Glory2, VN,37.0,32.4,3.0,2.4,2.5,5.1,8.5,377.0,68.3,23.8,436.0,1.15,0.44,0.27,0.28,-61.0,3.0,57.0,10.8,8.1,0.0,4.0,2020 Summer,
Glow, BR,8.0,12.5,2.0,1.8,3.4,4.9,7.0,349.0,57.8,21.0,416.0,1.21,0.48,0.2,0.18,-534.0,-15.0,-428.0,0.0,12.5,0.0,1.0,2020 Summer,
Goku, BR,21.0,47.6,3.4,3.1,3.0,7.1,7.8,374.0,66.2,24.5,511.0,1.22,0.58,0.24,0.31,-182.0,3.0,-2.0,9.5,14.3,0.0,3.0,2020 Summer,
Goldenglue, US,19.0,42.1,2.9,3.0,2.8,5.2,8.5,390.0,70.4,25.5,518.0,1.27,0.53,0.22,0.21,-232.0,4.0,17.0,31.6,15.8,0.0,2.0,2020 Summer,
GorillA, KR,40.0,42.5,2.3,0.3,2.9,6.5,1.0,216.0,63.0,7.2,126.0,2.1,1.6,0.22,0.51,-276.0,-2.0,-123.0,25.0,20.0,0.0,1.0,2020 Summer,
Gorny, CZ,14.0,35.7,3.6,1.9,2.9,8.3,5.1,315.0,56.1,10.8,250.0,1.06,0.23,0.26,0.18,-401.0,-6.0,-525.0,14.3,7.1,0.0,,2020 Summer,
Gotzy, PT,29.0,48.3,4.9,4.0,1.8,4.9,9.0,418.0,66.2,27.4,508.0,0.98,0.3,0.27,0.1,177.0,4.0,-149.0,6.9,3.4,0.0,4.0,2020 Summer,
Grell, MX,20.0,65.0,3.3,2.2,2.5,6.0,5.6,327.0,70.8,12.9,247.0,1.44,0.34,0.38,0.26,-39.0,1.0,-105.0,30.0,10.0,0.0,1.0,2020 Summer,
Griffin, US,18.0,33.3,3.2,1.4,2.4,6.4,5.3,304.0,68.2,13.3,236.0,1.43,0.35,0.45,0.33,-323.0,-2.0,-275.0,33.3,16.7,0.0,1.0,2020 Summer,
Griffon, RU,15.0,13.3,1.5,2.2,3.9,3.5,8.9,382.0,69.8,32.6,440.0,1.02,0.44,0.19,0.18,-265.0,4.0,131.0,6.7,26.7,0.0,2.0,2020 Summer,
GuGer, KR,44.0,36.4,2.3,1.0,3.1,6.1,1.4,232.0,61.6,11.0,194.0,2.79,1.76,0.41,0.48,-111.0,1.0,-20.0,9.1,11.4,0.0,,2020 Summer,
Gue, IT,10.0,20.0,1.4,1.0,3.7,4.2,4.8,279.0,57.6,11.8,179.0,1.36,0.44,0.28,0.25,-1119.0,-28.0,-1431.0,20.0,30.0,0.0,2.0,2020 Summer,
Guigo, BR,23.0,78.3,2.5,4.3,3.8,5.4,7.5,409.0,59.0,27.0,581.0,1.08,0.51,0.19,0.2,590.0,15.0,584.0,21.7,21.7,0.0,29.0,2020 Summer,
Gumayusi, KR,7.0,42.9,3.9,4.3,2.6,5.9,10.0,453.0,67.2,24.2,437.0,1.33,0.51,0.35,0.23,746.0,3.0,287.0,57.1,0.0,0.0,,2020 Summer,
Guubi, DK,32.0,65.6,4.4,3.9,2.6,7.5,8.3,415.0,72.5,26.9,573.0,0.82,0.32,0.18,0.12,400.0,3.0,116.0,28.1,12.5,0.0,5.0,2020 Summer,
Gyeong, BR,9.0,44.4,1.9,1.0,4.1,6.8,1.0,234.0,58.5,8.0,151.0,2.27,1.36,0.3,0.42,86.0,6.0,-96.0,22.2,0.0,0.0,,2020 Summer,
H3, VN,2.0,100.0,5.4,2.0,2.5,11.5,1.3,262.0,71.1,15.2,298.0,3.53,2.06,0.73,0.4,261.0,3.0,-260.0,50.0,0.0,0.0,,2020 Summer,
H4cker, CN,41.0,36.6,2.7,2.0,3.0,6.1,5.3,316.0,67.6,10.8,203.0,1.4,0.48,0.39,0.37,-280.0,-4.0,-354.0,34.1,4.9,0.0,3.0,2020 Summer,
HaZZ, FR,12.0,25.0,2.7,1.5,1.9,3.8,6.8,324.0,49.6,20.7,341.0,1.0,0.48,0.15,0.2,-547.0,-9.0,-296.0,0.0,0.0,0.0,3.0,2020 Summer,
Hadess, NL,6.0,0.0,1.8,3.8,4.0,3.3,6.2,360.0,83.4,23.2,516.0,1.51,0.59,0.4,0.28,-413.0,4.0,-95.0,16.7,0.0,0.0,3.0,2020 Summer,
Haeri, AU,37.0,62.2,3.9,3.0,2.2,5.7,8.9,400.0,63.6,26.5,494.0,1.06,0.45,0.22,0.21,252.0,11.0,134.0,18.9,2.7,0.0,13.0,2020 Summer,
Haklbery, CZ,14.0,35.7,2.4,3.4,3.6,5.4,6.6,354.0,51.1,17.9,406.0,0.83,0.35,0.15,0.09,-120.0,-4.0,-141.0,7.1,21.4,0.0,3.0,2020 Summer,
Hakuho, US,20.0,35.0,2.7,0.2,2.4,6.2,0.9,215.0,73.4,9.5,159.0,2.54,1.44,0.35,0.45,24.0,-1.0,-154.0,30.0,0.0,0.0,,2020 Summer,
Halo, AU,8.0,62.5,2.8,2.9,2.6,4.4,8.5,383.0,56.9,20.5,395.0,0.96,0.45,0.16,0.21,44.0,-3.0,-120.0,25.0,0.0,0.0,1.0,2020 Summer,
Hana, TW,31.0,67.7,6.8,2.8,1.8,9.4,5.9,344.0,69.1,16.0,333.0,1.79,0.5,0.48,0.4,251.0,4.0,252.0,48.4,3.2,0.0,3.0,2020 Summer,
Hanabi, TW,43.0,65.1,3.2,2.0,2.3,5.4,7.8,373.0,52.2,21.9,407.0,1.13,0.51,0.21,0.22,33.0,6.0,116.0,7.0,27.9,0.0,9.0,2020 Summer,
Hang, CN,24.0,45.8,2.4,0.5,2.9,6.5,1.6,232.0,65.6,6.5,125.0,2.57,1.63,0.41,0.53,-121.0,-2.0,-30.0,29.2,16.7,0.0,,2020 Summer,
Haninger, UA,17.0,52.9,3.3,2.6,2.7,6.5,7.2,359.0,67.0,22.1,423.0,1.65,0.7,0.4,0.23,-128.0,-4.0,26.0,29.4,5.9,0.0,,2020 Summer,
Hanor, BR,1.0,0.0,1.5,2.0,2.0,1.0,8.3,344.0,42.9,21.2,288.0,0.63,0.33,0.11,0.04,-1166.0,-20.0,-528.0,0.0,0.0,0.0,1.0,2020 Summer,
Hans SamD, KR,43.0,60.5,4.7,3.7,1.9,5.1,10.0,448.0,63.7,27.7,501.0,1.49,0.45,0.43,0.15,213.0,6.0,374.0,9.3,11.6,0.0,5.0,2020 Summer,
Hans sama, FR,35.0,54.3,4.2,3.7,2.0,4.7,9.0,425.0,64.5,24.9,443.0,1.23,0.41,0.38,0.09,362.0,2.0,5.0,17.1,11.4,0.0,3.0,2020 Summer,
Hantera, FR,15.0,33.3,3.3,0.9,2.9,8.7,1.6,237.0,75.7,9.1,171.0,2.32,1.42,0.28,0.43,-25.0,2.0,106.0,26.7,6.7,0.0,,2020 Summer,
Hard, CA,23.0,52.2,3.4,2.3,2.6,6.3,5.7,331.0,67.8,14.2,282.0,1.4,0.39,0.38,0.33,277.0,2.0,250.0,56.5,13.0,0.0,1.0,2020 Summer,
Hardy, CZ,12.0,33.3,2.2,1.5,2.9,4.8,4.5,278.0,69.0,11.8,174.0,1.6,0.63,0.38,0.37,-876.0,-9.0,-538.0,16.7,16.7,0.0,,2020 Summer,
Haro, CN,29.0,34.5,3.2,3.2,2.7,5.4,6.1,347.0,72.7,15.4,271.0,1.42,0.44,0.38,0.29,-71.0,2.0,13.0,48.3,10.3,0.0,4.0,2020 Summer,
Harp, KR,33.0,36.4,3.1,1.1,2.8,7.6,1.4,237.0,75.4,12.3,214.0,2.92,1.65,0.54,0.52,175.0,-0.0,164.0,27.3,12.1,0.0,2.0,2020 Summer,
Haru, KR,16.0,18.8,1.5,1.6,3.2,3.4,5.2,301.0,59.5,13.7,213.0,1.73,0.67,0.41,0.39,-158.0,-5.0,-264.0,12.5,12.5,0.0,1.0,2020 Summer,
Harumi, BR,1.0,100.0,10.0,0.0,1.0,10.0,1.1,229.0,76.9,5.7,111.0,2.89,1.33,0.39,0.37,203.0,-5.0,339.0,100.0,0.0,0.0,,2020 Summer,
Hasmed, VN,33.0,33.3,2.1,4.0,4.1,4.3,7.8,387.0,60.8,25.0,519.0,1.0,0.44,0.17,0.18,-265.0,-1.0,-109.0,18.2,15.2,0.0,26.0,2020 Summer,
Hauntzer, US,29.0,48.3,2.3,1.9,2.8,4.4,8.2,375.0,57.8,23.4,451.0,1.17,0.51,0.23,0.2,121.0,6.0,153.0,24.1,17.2,0.0,5.0,2020 Summer,
Hauz, BR,15.0,40.0,2.3,3.7,3.2,3.7,9.1,416.0,66.8,34.0,574.0,1.22,0.45,0.25,0.19,100.0,2.0,-146.0,20.0,6.7,0.0,8.0,2020 Summer,
